name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
SL Hip Thrust - BW,https://iamaspire.aspire.qa/ExerciseVideo/SL Hip Thrust - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_59d3290b-16e4-4eea-8e68-928cc6c44057.png,"Sit on the ground with your upper back against a bench or box. Drive through the heel of your grounded foot and thrust your hip up. Shift your weight to one leg. Lower under control, keeping the non-working leg extended and core engaged.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,functional:box,,gym,assistance,,,TRUE
SL Hip Thrust - DI,https://iamaspire.aspire.qa/ExerciseVideo/SL Hip Thrust - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_1a4b94dc-c7f0-4efb-a8c6-ae83c2d56e0b.png,Place the upper back on bench. Align the knee perpendicular and above the feet. Make sure the glute is used to push the plate. Push with the heel.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,free-weight:medicine-ball,,gym,supplemental,,,TRUE
SL Hop over Hurdles [stick],https://iamaspire.aspire.qa/ExerciseVideo/SL Hop over Hurdles [stick].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_b3dec9d0-3624-402d-87ca-ff6f7ee889ff.png,Chest out and squeeze the core. Align hip|| knee and feet. Focus to push the ground as powerful as you can. Soft landing and push the knee out.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:box,,"pitch,gym",,,,TRUE
SL Knee ISO Push [RSIST],https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,,,,,,,TRUE
SL Lateral Hop over Hurdles [stick],https://iamaspire.aspire.qa/ExerciseVideo/SL Lateral Hop over Hurdles [stick].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_3ea30a10-c2d6-4c6e-8515-d73f55c1a0fb.png,Chest out and squeeze the core. Align hip|| knee and feet. Focus to push the ground as powerful as you can. Soft landing and push the knee out.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,jump,lower,functional:box,,"pitch,gym",,,,TRUE
SL Lateral-Medial Hops,https://iamaspire.aspire.qa/ExerciseVideo/SL Lateral-Medial Hops.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_548c2441-2255-42e5-9bc8-0451358bfd1a.png,Single leg stance|| hop continuously left to right keeping a good posture|| core tight. Focus on the in line foot placement and slight knee bend,strength:corrective:spine,strength:corrective:spine,rsi-drills-uni,jump,lower,bodyweight:pull-up-bar,,"pitch,gym,mobile",,,,TRUE
SL Leg Curl - TG,https://iamaspire.aspire.qa/ExerciseVideo/SL Leg Curl - TG.mp4,,Adjust the seat so your knees align with the machine's pivot point. Position one leg in front of the pad. Curl your leg by contracting the hamstring. Control de,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,bodyweight:pull-up-bar,,gym,assistance,,,TRUE
SL Leg Extension - TG,https://iamaspire.aspire.qa/ExerciseVideo/SL Leg Extension - TG.mp4,,Adjust the seat so your knees align with the machine's pivot point. Position one leg behind the pad. Extend your leg by contracting the quadriceps. Control the descent back to the start position.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:weightlifting-belt,,gym,assistance,,,TRUE
SL Leg Press - TG,https://iamaspire.aspire.qa/ExerciseVideo/SL Leg Press - TG.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_2cfcfac6-7d53-4056-bb93-eb63ca96d5d1.png,Chest out and squeeze the core. Align hip|| knee|| foot before push. Go down controlled.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,,,gym,,,,TRUE
SL Pistol Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/SL Pistol Squat - BW.mp4,,Stand tall on one leg. Lower yourself into a squat position. Keep the non-working leg extended and off the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"pitch,gym,mobile",,,,TRUE
SL RDL - BB,https://iamaspire.aspire.qa/ExerciseVideo/SL RDL - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_32f8056d-2aa9-46e5-bca8-caa52bacc2b5.png,Chest out and squeeze the core. Drive one leg all the way back. Drive the leg forward by squeezing the glute. Keep a straight line from head to heel.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,strength:barbells:olympic,,"pitch,gym",,,,TRUE
SL RDL - DB,https://iamaspire.aspire.qa/ExerciseVideo/SL RDL - DB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4cd1369f-2d20-44a4-913b-c42b0f1867ee.png,Chest out and squeeze the core. Drive one leg all the way back. Drive the leg forward by squeezing the glute. Keep a straight line from head to heel.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,strength:barbells:olympic,,"pitch,gym",assistance,,,TRUE
SL RDL - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/SL RDL - Landmine.mp4,,"Stand on one leg with a soft bend in the knee. Keep your chest up, shoulders back, and core braced. Hinge at the hip by extending one leg straight behind you for balance",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,strength:barbells:olympic,,gym,supplemental,,,TRUE
SL RDL - Partner,https://iamaspire.aspire.qa/ExerciseVideo/SL RDL - Partner.mp4,,Partner in a front plank position with arms extended. Standing at the partners back grab both ankles in front of your body. Unilaterally hinge your hip slowly,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,functional:box,,"gym,pitch",assistance,,,TRUE
SL RDL Clean to Box - BB,https://iamaspire.aspire.qa/ExerciseVideo/SL RDL Clean to Box - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_fe646338-de48-44e3-9319-bae39fff4311.png,Single leg deadlift. Finishes with a hang clean and high knee drive to the box,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,total,bodyweight:pull-up-bar,,"pitch,gym",,,,TRUE
SL RDL to Hop [continuous],https://iamaspire.aspire.qa/ExerciseVideo/SL RDL to Hop [continuous].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_03748c90-2348-4dc4-91da-e52913e40fad.png,Begin standing on 1 leg with the knee bended. Forward in your hips while the other leg starts to extend straight behind you. Lift your extended leg until your body forms a �T� shape. Hop fast in a vertical direction and land soft,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,bodyweight:pull-up-bar,,,,,,TRUE
SL RDL to Hop [stick],https://iamaspire.aspire.qa/ExerciseVideo/SL RDL to Hop [stick].mp4,,Begin standing on 1 leg with the knee bended. Forward in your hips while the other leg starts to extend straight behind you. Lift your extended leg until your body forms a �T� shape. Hop fast in a vertical direction and land soft.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,lower,,,"pitch,gym",,,,TRUE
SL Seated Calf Raise - DB,https://iamaspire.aspire.qa/ExerciseVideo/SL Seated Calf Raise - DB.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,,,,,,,TRUE
SL Seated Calf Raise - SM,https://iamaspire.aspire.qa/ExerciseVideo/SL Seated Calf Raise - SM.mp4,,Adjust the seat height so that your knees are at a 90-degree angle when your feet are on the platform. Place the balls of your feet on the platform and your thighs under the padded lever. Slowly raise your heels as high as possible while keeping your knees stationary.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,lower,,,gym,,,,TRUE
SL Side Decel to Accel - Partner Push,https://iamaspire.aspire.qa/ExerciseVideo/SL Side Decel to Accel - Partner Push.mp4,,Partner side pushing from the shoulders. while the other is trying to resist braking with contralateral leg followed by an acceleration speed in the intend direction.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,run,total,,,"pitch,gym",,,,TRUE
SL Skater Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/SL Skater Squat - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_adf6cb47-de30-4d43-a7ec-aa2a7441b30e.png,Chest out and squeeze the core. Drive the hip back and then knee forward. Touch the floor with the rear knee. Rear foot does not push the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,TRUE
SL Skater Squat - SM,https://iamaspire.aspire.qa/ExerciseVideo/SL Skater Squat - SM.mp4,,Chest out and squeeze the core. Drive the hip back and then knee forward. Touch the floor with the rear knee. Rear foot does not push the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,,,gym,,,,TRUE
SL Skater Squat [assisted] - BW,https://iamaspire.aspire.qa/ExerciseVideo/SL Skater Squat [assisted] - BW.mp4,,Chest out and squeeze the core. Drive the hip back and then knee forward. Touch the floor with the rear knee. Rear foot does not push the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,,,"pitch,gym,mobile",,,,TRUE
SL Squat - KS,https://iamaspire.aspire.qa/ExerciseVideo/SL Squat - KS.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_218cf423-66c8-4469-bd0b-e32e1e16ed66.png,Chest out and squeeze the core. Drive the hip back and then knee forward. Touch the floor with the rear knee. Rear foot does not push the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:partner,,gym,supplemental,,,TRUE
SL Squat to Box - BW,https://iamaspire.aspire.qa/ExerciseVideo/SL Squat to Box - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_efdab5c3-3d40-498a-96b6-c36324e019bc.png,Chest out and squeeze the core. Drive the hip back. Drive the knee forward. Touch the box but do not sit down. Keep one leg on the air.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:plyo-box,,"gym,mobile",assistance,,,TRUE
SL Squat to Box w Plate Reach - DI,https://iamaspire.aspire.qa/ExerciseVideo/SL Squat to Box w Plate Reach - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_bc86bfe5-5be7-4909-b0d7-2e4a98bed6ed.png,Chest out and squeeze the core. Drive the hip back. Drive the knee forward. Push the weight out when you go down.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,,,gym,assistance,,,TRUE
SL Stance Balance,https://iamaspire.aspire.qa/ExerciseVideo/SL Stance Balance.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d046256e-b7a2-4333-976e-e70a5262270b.png,Create foot arch and activate foot muscle. Avoid ankle movement. Big toe press the floor. Squeeze glute and core strong.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,total,,,"pitch,gym",,,,TRUE
SL Zercher Squat - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/SL Zercher Squat - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_72bc96ab-4d4d-45b3-a808-f8cfa832cb3a.png,Set the bar in the landmine rack at about stomach height. Now hook your arms underneath it so that the bar rests in the bend of your elbows. Squat unilaterally. Drive the hip back and then knee forward. Touch the floor with the rear knee. Rear foot does not push the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,strength:barbells:olympic,,gym,assistance,,,TRUE
Sled Accel to COD 180 Accel,https://iamaspire.aspire.qa/ExerciseVideo/Sled Accel to COD 180 Accel.mp4,,Keep neutral spine and arms extended while pushing the sled. Focus on knee drive. Perform 180 degrees change of direction sprint,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,,,gym,,,,TRUE
Sled Acceleration,https://iamaspire.aspire.qa/ExerciseVideo/Sled Acceleration.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_099e8ced-177c-423f-92bd-7c5f492cfaa1.png,Keep neutral spine and arms extended while pushing the sled. Focus on knee drive,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,strength:kettlebells,,gym,,,,TRUE
Sled Back to Forward Accel,https://iamaspire.aspire.qa/ExerciseVideo/Sled Back to Forward Accel.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_e32b5c60-e6dd-4b3c-b94f-47502054c5f8.png,Keep neutral spine and arms extended while pushing the sled. Focus on knee drive. Push the sled forward then backwards,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,free-weight:weightlifting-belt,,gym,,,,TRUE
Sled Carioca Run,https://iamaspire.aspire.qa/ExerciseVideo/Sled Carioca Run.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c856ea55-b32c-461a-a4ec-40cbcd7a668e.png,Stand sideways to the direction of travel. Pull the sled crossing your right foot over your left.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,total,free-weight:medicine-ball,,gym,,,,TRUE
Sled Crawl Forward,https://iamaspire.aspire.qa/ExerciseVideo/Sled Crawl Forward.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_90d024d0-c653-44c0-a38b-b21e3b56eb1e.png,Quadruped position. Pull the sled walking forward alternating your arms and legs.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,total,strength:barbells:olympic,,gym,,,,TRUE
Sled Crossover Lateral Run,https://iamaspire.aspire.qa/ExerciseVideo/Sled Crossover Lateral Run.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_84a0c4dc-61c9-4cf8-b6a2-754add9f80cf.png,Keep neutral spine and arms extended while pulling the sled laterally moving your leading leg over the other leg.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,total,free-weight:sandbags,,gym,,,,TRUE
Sled Lateral Pull Alternating - T,https://iamaspire.aspire.qa/ExerciseVideo/Sled Lateral Pull Alternating - T.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_7679b43c-7544-45eb-8d44-7eedfea791c2.png,Keep neutral spine and arms extended while pulling the sled side to side,strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,total,free-weight:external-load,,gym,,,,TRUE
Sled March,https://iamaspire.aspire.qa/ExerciseVideo/Sled March.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_567524f0-e30b-4ac2-a966-82482a013399.png,Keep neutral spine and arms extended while pushing the sled forward driving the knees up (walking),strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,strength:barbells:olympic,,gym,,,,TRUE
Sled Push Crossover Accel,https://iamaspire.aspire.qa/ExerciseVideo/Sled Push Crossover Accel.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_0047dc9e-37c2-46b2-be66-c62e4c4bdd34.png,Keep neutral spine and arms extended while pushing the sled fast forward crossing your legs one over the other.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,functional:keiser,,gym,,,,TRUE
Snatch - SA DB,https://iamaspire.aspire.qa/ExerciseVideo/Snatch - SA DB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f2a76bff-395c-4304-b596-d1effdcfb405.png,"Overhand grip, grab a dumbbell in one hand and stand with the feet slightly wider than shoulder-width apart. Descend your hips to the floor until your knees are bent at 90-degrees and the dumbbell is resting on the floor.Quickly pull the dumbbell toward the ceiling while simultaneously extending your knees and hips and raising your body on the balls of your feet",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,total,free-weight:medicine-ball,,"pitch,gym",,,,TRUE
SP Leg Out,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
SP Leg Through,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Spanish Squat - Belt,https://iamaspire.aspire.qa/ExerciseVideo/Spanish Squat - Belt.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_7435c06c-bfdc-45ea-97bd-aa479d3861bf.png,Place the belt at knee height.Stand upright with the knees slight bendet. Sit back into a 90 degrees squat position. Stand-up to the initial position,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,bodyweight:pull-up-bar,,"pitch,gym",supplemental,,,TRUE
Spiderman Push Up,https://iamaspire.aspire.qa/ExerciseVideo/Spiderman Push Up.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ca50278e-2b05-4595-8305-8a0d44a073bd.png,Chest out and core strong. Squeeze glutes to avoid arching the lower back. Try to keep an imagination line from head to feet.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,bodyweight:pull-up-bar,,"pitch,gym,mobile",,,,TRUE
Split Jerk - BB,https://iamaspire.aspire.qa/ExerciseVideo/Split Jerk - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d114dbc1-d2ab-48c9-ae06-7fe7f21dd8f4.png,Stance feet at a hip-width distance. Perform the dip bending only at your knees|| keeping your trunk vertical. After the dip drive forcefully with your legs while accelerating the barbell upward. Once legs extended|| move to stable split position.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,,,"pitch,gym",,,,TRUE
Split Jerk - WB,https://iamaspire.aspire.qa/ExerciseVideo/Split Jerk - WB.mp4,,Stance feet at a hip-width distance. Perform the dip bending only at your knees keeping your trunk vertical. After the dip drive forcefully with your legs while accelerating the waterbag upward. Once legs extended|| move to stable split position.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,bodyweight:pull-up-bar,,"pitch,gym",,,,TRUE
Split Squat - BB,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5ea8e553-d3be-4050-961e-fa3f3e3300b6.png,"Stand with a barbell resting on your shoulders and select a leg to be your front leg. Step backward with your non-selected leg and lower your body until your knee nearly touches the ground. Keep your front foot flat on the floor and rise back to the start position, driving through your heel",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:box,,gym,,,,TRUE
Split Squat - DB,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat - DB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_cb74c3b1-a8a3-467b-bc55-21d9307c1633.png,"Start with 1 knee on the floor, with front knee over ankle. Chest out and squeeze core. Stand up. On decent, back knee comes close to the floor.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,strength:dumbbells:regular,,"pitch,gym",assistance,,,TRUE
Split Squat - FW[D11],,,"Start side on to the machine, chest out and squeeze core. Start to generate momentum. On decent back knee comes close to the floor. Power out the bottom.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,gym,assistance,,,TRUE
Split Squat Jumps,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Jumps.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_15c097f2-4307-4747-8591-be48491fba24.png,"Start at bottom of split squat. Explosively propel yourself skywards, using arms and legs. Land and brake quickly in same split squat position. Rebound back into the air.",strength:power:jumping,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",,linear,,FALSE
Split Squat Jumps [alternating],https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Jumps [alternating].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_1c25ce2b-4619-41ed-b5c0-c31591f28931.png,"Start at bottom of split squat. Explosively propel yourself skywards, using arms and legs, switching legs in mid air. Land and brake quickly in same split squat position with opposite leg forward. Rebound back into the air, again switching legs.",strength:power:jumping,strength:corrective:spine,ext-load-uni,squat,lower,,,"gym,pitch,mobile",,linear,,FALSE
Split Squat Knee Ext Reach,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Knee Ext Reach.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_47c1b84d-cc29-4411-9eb2-4499c45f494a.png,"Start at bottom of split squat, with back knee off the floor. In braced and ready position, aggressively extend front leg to catch the floor with a long leg. Push of front leg, returning to start position.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,
Split Squat Knee Ext Taps,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Knee Ext Taps.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6cb9fb48-475c-4922-9148-c8aa02319ac0.png,"Start at bottom of split squat, with back knee off the floor. In braced and ready position, aggressively step front foot forward and punch back at speed for desired reps/ time.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,TRUE
Split Squat Knee Ext Taps to Drop Step Accel,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Knee Ext Taps to Drop Step Accel.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_07e1a24f-c55c-4fc9-be59-4e84edffcdf1.png,"In braced and ready position, aggressively step front foot forward and punch back at speed. On final step forward open hip and shoulders to push off in opposite direction.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:partner,,"gym,pitch,mobile",assistance,,,TRUE
Split Squat Knee Ext Taps to Side Step Accel,https://iamaspire.aspire.qa/ExerciseVideo/Split Squat Knee Ext Taps to Side Step Accel.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_cf31bd0c-5c57-484d-8308-973aa61a8980.png,"In braced and ready position, aggressively step front foot forward and punch back at speed. Take final step out to the side, punching the floor away as you accelerate out on the angle.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:sandbags,,"gym,pitch,mobile",assistance,,,TRUE
Split Stance Side Bend - KS,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,,,,,,,TRUE
Split Stance Switch Press - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/Split Stance Switch Press - Landmine.mp4,,"Start with BB in 1 hand near shoulder. One leg forward in split stance, sitting hips slightly. Aggressively drive hips and switch legs, punching BB to full arm extension before returning to set position. Can start with same or opposite leg forward to BB arm.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,push,total,,,gym,,,,TRUE
Spooky Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/Spooky Squat - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_e64f5410-d9d2-402a-94f3-3ecf9cff5239.png,"Stand on the balls of the feet. Flex at the knees. Lean upper body backward with arms extended in front, keeping balance. Return to standing, staying on balls of feet.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,strength:barbells:trapbar,,"gym,pitch,mobile",assistance,,,TRUE
Spooky Squat - DI,https://iamaspire.aspire.qa/ExerciseVideo/Spooky Squat - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_e24533f8-5da2-41d5-9768-a103d590ca06.png,"Stand on the balls of the feet holding disc out in front of your chest. Flex at the knees. Lean upper body backward by bending at the knees. Return to standing, staying on balls of feet.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,functional:box,,gym,supplemental,,,TRUE
Spooky Squat on Incline Board,https://iamaspire.aspire.qa/ExerciseVideo/Spooky Squat on Incline Board.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4b22a133-65b7-4e2c-bef2-515e671ac008.png,"Stand on incline board on the balls of the feet. Flex at the knees. Lean upper body backward with arms extended in front, keeping balance. Return to standing, staying on balls of feet.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,bodyweight:pull-up-bar,,gym,assistance,,,TRUE
Spooky Walk - BW,https://iamaspire.aspire.qa/ExerciseVideo/Spooky Walk - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f7276568-d069-40d6-a292-bff85836394c.png,Walk on the balls of the feet. Flex at the knees. Lean upper body backward with arms extended in front.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,functional:box,,"gym,pitch,mobile",supplemental,,,TRUE
Spooky Walk - DI,https://iamaspire.aspire.qa/ExerciseVideo/Spooky Walk - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5a2b4af0-d59a-44d8-81f4-642dd246a46d.png,"Walk on the balls of the feet holding disc out in front of your chest. Flex at the knees. Lean upper body backward, maintaining balance.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,bodyweight:pull-up-bar,,gym,,,,TRUE
Sprinter Lunge Jump,https://iamaspire.aspire.qa/ExerciseVideo/Sprinter Lunge Jump.mp4,,"Start at bottom of split squat position. Explosively propel yourself skywards, using arms and legs. Punching back knee forward, switching and returning legs in mid air. Land and brake quickly in same split squat position.",strength:power:jumping,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:medicine-ball,,"gym,pitch,mobile",supplemental,linear,,FALSE
Sprinter Plank - IB,https://iamaspire.aspire.qa/ExerciseVideo/Sprinter Plank - IB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_0529110f-c967-458b-9b9f-9170ec031017.png,"With band around waist and feet shoulder width apart. Stay on toes, leaning forward to 45 degrees, keeping arms overhead. Keep tension through the body and maintain balanced position.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,functional:partner,,"gym,pitch",,,,TRUE
Sprinter Plank - Wall,https://iamaspire.aspire.qa/ExerciseVideo/Sprinter Plank - Wall.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_fcb30d86-a9fe-493a-b70b-3f5f5228f791.png,Start standing away from the wall. Fall forward to block the wall at 45 degrees with a braced core and arms overhead. Push the wall away to return to standing.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,strength:barbells:olympic,,"gym,pitch,mobile",,,,TRUE
Squat - TB,https://iamaspire.aspire.qa/ExerciseVideo/Squat - TB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_922bdf1f-3e1d-4bea-a4c6-932b7b5ca2a6.png,"Big chest and brace core. Take slack from the bar, making body tight. Focus on pressing the floor away as you stand. Sit hips back as bar returns to the floor under control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,strength:barbells:trapbar,,gym,,,,TRUE
Squat Jump - BB,https://iamaspire.aspire.qa/ExerciseVideo/Squat Jump - BB.mp4,,"With bar on the back, big chest and brace core. Descend into squat position, set and then power out the bottom, jumping for height. Pull bar onto back and land softly.",strength:power:fast-general,strength:corrective:spine,ext-load-bil,squat,lower,bodyweight:pull-up-bar,,gym,,linear,,FALSE
